总数 18103
16887 油库着了火——难近身
16888 鞋里长草，手套里生芽——慌了手脚
16889 人造牛黄——冒牌货
16890 猪八戒进盘丝洞——进得来，出不去
16891 阅览室里看报纸——大有文章
16892 穿着高跟鞋上山——自己跟自己过不去
16893 肥肉上添膘——肥上加肥
16894 大年三十借案板——谁还有闲的借给别人
16895 棉花腿打驴——不痛不痒
16896 肉骨头落了锅——肯定
16897 蚊子肚里找肝胆——故意刁难
16898 一步跨进姨姐房——进退两难
16899 老虎吃跳蚤——供不应求
16900 茶壶掉了底儿——光剩下一张嘴儿
16901 长竹竿进城门——转不过弯来
16902 王府门首磕了头——不吃这井里水了
16903 门板上贴门神——一个向东，一个向西
16904 和尚拜菩萨——一辈子也不肯直起腰
16905 六月的天，孩子的脸——说变就变
16906 洞庭湖里吹喇叭——响得宽
16907 庄稼盼雨，蚂蚁望晴——各有各的难处
16908 一碗清水——看到底
16909 新娘进了房，媒人扔过墙——忘情负义
16910 讨口子嫁给叫化子——穷就一对穷
16911 看人抓虱子——自己痒恣恣
16912 雀见砻糠——空喜
16913 胡子上饭，牙缝里——肉没多少
16914 老大懒汉老二勤——一不做，二不休
16915 屙尿射竹筒——靠撞
16916 猴爬石崖——有能耐
16917 二十四史面前搁——不知从何说起
16918 属猪八戒的——好吃懒做
16919 板凳上挂铃铛——响到哪坐到哪
16920 半夜看钟——观点不明
16921 乌龟吃大麦——糟踏粮食
16922 揪着胡子打滴溜——上脸
16923 小脚女人的脚趾头——受窝囊
16924 挂羊头卖狗肉——虚情假意
16925 讨饭的留分头——不够格
16926 飞机上过秤——高标准
16927 吃竹竿长大的——直性人
16928 赖地的冬瓜——长不成个样子
16929 五道庙的神仙——没受过大香火
16930 七月的河水——后浪推前浪
16931 丝线缠麻线——越缠越乱
16932 破棉袄套绸衫——装面子
16933 前有埋伏，后有追兵——进退两难
16934 泰山顶上散步——没奔头
16935 布袋里的菱角——乱出头
16936 刚出炉的铁——心地纯正
16937 冰糖拌黄瓜——嘎嘣脆
16938 火烧眉毛尖——急上加急
16939 大姑娘坐花轿——头一遭
16940 热水瓶上系索子——水平有限
16941 怀里揣筛子——心眼儿多
16942 蟋蟀斗雄鸡——各有门道
16943 哑巴进庙——多磕头，少说话
16944 麻雀虽小——肝胆俱全
16945 小擀杖放到醋缸里——又尖又酸
16946 帆船追快艇——差距越来越大
16947 城楼上看人——眼光大高
16948 牛角顶牛角——倔对倔
16949 糊涂庙里糊涂神——糊涂到一块了
16950 千层鞋底做腮帮子——好厚的脸皮
16951 苍蝇飞进牛眼里——找累吃
16952 盲人的眼珠子——目中无人
16953 茅房的电扇——臭吹
16954 帘子做的——要卷上去就卷上去，要放下来就放下来
16955 老婆当军——没的充数
16956 外甥戴孝——无救了
16957 乌龟拉车——没后劲
16958 快刀切豆腐——齐边齐沿
16959 黄连木做手板——苦胚子
16960 土地爷被虫蛀了——自身难保
16961 膝盖上挂掌——离题差远
16962 虎踞高山，龙踞大海——各有用武之地
16963 要饭花子打狗——穷横
16964 土块擦屁股——迷了门
16965 泥菩萨过河——颓了
16966 羊闯狼窝——白牺牲
16967 癞蛤蟆吹唢呐——有啥好听
16968 蝎子看天——没多大脸
16969 竹子长权——节外生枝
16970 老鼠逗猫——没事找事
16971 货郎担洗手——撂挑子
16972 无柄的锄头——没把握
16973 锈坏的轱辘——玩不转
16974 喝大鼓的吃石灰——白说
16975 鞋里的土——没用处
16976 喝了墨水——黑心了
16977 早晨的天，婆婆的脸——说变就变
16978 秋后的老鼠——肥吃肥喝
16979 属周瑜的——一激就上阵
16980 门缝里吹喇叭——名声在外
16981 屎壳郎插鸡毛——算个什么鸟
16982 红薯窖里打拳——施展不开
16983 烂蒲扇打人——无关痛痒
16984 石灰煮水——白沸
16985 钟在寺院——音在外
16986 坐轿摔跟头——不识抬举
16987 鼓上安电扇——吹牛皮
16988 雨后彩虹——五光十色
16989 贾宝玉的通灵玉——命根子
16990 癞蛤蟆掉进茅屎坑——越蹦越臭
16991 顶针儿眼儿多——个个不通
16992 暑伏天气猴子脸——说变就变
16993 癞蛤蟆吃天鹅肉——想得美
16994 黑豆掺在白米里——谁还看不明白
16995 玻璃缸里的小鱼——没经过大风大浪
16996 人过三十不学艺——老了
16997 牛郎织女哭梁祝——同命相怜
16998 厨师摔锅铲——不愿跟你吵
16999 水田里的泥鳅——没见过世面
17000 毛驴拉磨——光转圈
17001 孔夫子的学生——读书人
17002 叫蝈蝈不咬哑蚂蚱——都是一块地里的虫
17003 和尚打伞——无法无天
17004 山洞里开河——只进不出
17005 害儿子坑闺女——灭绝人性
17006 云彩里盖大厦——空中楼阁
17007 按倒牛头喝水——办不到
17008 漫野地跑个驴——不是好逮
17009 筒车打水——往回走
17010 肠子不打弯——直性人
17011 背后是石岩——靠得住
17012 桀犬吠尧——各为其主
17013 巨木猜字——水到渠成
17014 煮熟了的鸭子——飞不了
17015 门缝里吹喇叭——鸣声在外
17016 借债买藉吃——窟窿套窟窿
17017 拍马屁拍到马嘴上——倒咬一口
17018 大年五更出月亮——从没有的事儿
17019 唐三藏撞见了牛魔王——舌头短了一截
17020 秀才局到香炉里——知理不说理
17021 瞎子看花脸——眼不见为净
17022 华佗施医术——起死回生
17023 一个马鞍上的人——同奔前程
17024 剃头刀裁纸——真快
17025 老鹰抓蓑衣——脱不了爪
17026 瞎子三天不洗脸——眼不见为净
17027 网里的鱼——跑不了
17028 飞机打坦克——居高临下
17029 大花脸化妆——面目全非
17030 一斤肉放进四两盐——闲人
17031 猴子戴面具——装给人看的
17032 碓嘴春在碓窝里——稳妥妥
17033 八十老人进幼儿园——返老还童
17034 半天云里挂口袋——装疯
17035 老母鸡啄瘪谷——上了当
17036 冬瓜缠到西瓜田里——东拉西扯
17037 一口吞着个三角菱——咽不下，吐不出
17038 今冬麦盖三层被——来年枕着馒头睡
17039 剖腹藏珍珠——爱财不爱命
17040 姓林——木木的
17041 撂倒树掏老鸪——稳把攥了
17042 出了窑的砖——定型了
17043 炒菜的铁锅——腻透了
17044 狐狸扮观音——扮来扮去还是狐狸精
17045 白素贞哭断桥——想起旧情来
17046 茶杯里煮芒果——满肚子酸水
17047 风箱换成鼓风机——一个比一个会吹
17048 黄花女儿做媒——自身难保
17049 石头子孵小鸡——一成不变
17050 马尾串饺子——一提就露馅
17051 苍蝇见粪堆——盯住不放
17052 打草鞋不安拐耳——各有道道
17053 沙滩上放木排——一拖再拖
17054 眼睛上带镜子——透亮
17055 草绳子拔河——经不住拉
17056 竹节火筒——一窍不通
17057 买把琵琶没上弦——弹不得
17058 叫化子背荞粑——自讨苦吃
17059 属猪八戒的——倒打一耙
17060 灶王爷扫院子——多管闲事
17061 猫儿嘴里挖泥鳅——夺人所好
17062 横着扁担走路——霸道
17063 耗子见了猫——麻爪了
17064 娃娃拿到新玩具——爱不释手
17065 老虎不吃人——恶名在外
17066 猴子耍把戏——假积极
17067 面团里裹蒺藜狗儿——软中带硬
17068 写字跨格——不在行
17069 扫把打筋斗——成精作怪
17070 青冈木做扁担——硬杠子
17071 黑夜里摘黄瓜——不分老嫩
17072 坟头上的狗屎——又臭又硬
17073 耗子遇见猫——六神无主
17074 河捞床子——窟窿眼就是多
17075 关了门做皇帝——自尊自大
17076 盲人打靶——缺乏目标
17077 扛磨盘游华山——苦尽心
17078 掉到井里打扑腾——死不死活不活
17079 膝盖上打瞌睡——自己靠自己
17080 讨饭和尚——处处挨挤对
17081 数冬瓜道茄子——唠唠叨叨
17082 卖烧饼的不带干粮——吃货
17083 驴皮影人——由着人家要
17084 瞎子开锁——碰对了
17085 屑疯狗的——见人就咬
17086 瞎老婆点灯——油也得耗尽，明也看不见
17087 耗子舐猫鼻子——找死玩
17088 大年三十吃稀饭——过的不是年
17089 鸡蛋生蛆——肚里坏
17090 一斗芝麻拈一颗——有你不多，无你不少
17091 日落东山水倒流——弥天大谎
17092 十个指头按十个跳蚤——一个也不能松手
17093 掌磅秤的报数儿——句句有分量
17094 螃蟹拉车——不走正路
17095 垃圾倒进粪池里——同流合污
17096 圆顶帐子——没门
17097 帘子脸——撂下来了
17098 多吃了肥肉——油腔滑调
17099 打灯笼走亲戚——明去明来
17100 扛着风箱串门子——给别人添气受
17101 泥捏的神像——没安人心肠
17102 猴子耍把戏——只擞没词
17103 草入牛口——其命不久
17104 要饭的借算盘——穷有穷打算
17105 中午的太阳——正红火
17106 烟袋锅炒豆——一个一个来
17107 穿凉鞋戴棉帽——顾头不顾脚
17108 裤腰带系在脖子上——错记
17109 羊羔钻油锅——自来送死
17110 起重机吊竹篮——不值一提
17111 腊月生的孩子——冻手冻脚
17112 网兜装猪娃——露了蹄
17113 黄鳝爬犁头——狡猾
17114 浪头撞在礁石上——粉身碎骨
17115 三年等个闰腊月——谁也有用着谁的时候
17116 厕所里吃甘蔗——臭嚼
17117 尖扁担挑水——心挂两头
17118 属鸡毛的——越吹越高
17119 旱鸭子过河——不知深浅
17120 大脚穿小鞋——两头扯不来
17121 活人跳进滚水盆——不死也扒层皮
17122 唱戏的挨刀——无伤大体
17123 上吐下泻——两头忙
17124 照壁后头骂官——讲背后话
17125 竹子做箫——生就的材料
17126 舍下灶王拜山神——舍近求远
17127 柳条串王八——一类货
17128 针挑黄连——挖苦
17129 老鼠啃床腿——磨牙
17130 两手托刺猬——扔出去舍不得，托在手里刺得痛
17131 五百个大钱串一处——半吊子
17132 老猴儿爬旗杆——不行
17133 一二三五六——没事
17134 水缸装上四两酒——一喝就露底了
17135 脚后跟拴绳子——拉倒
17136 腰别扁担过城门——横闯
17137 大海里的水萍花——多深的水里都漂流过
17138 黄牛咬黄连——吃苦耐劳
17139 推着车子上墙——白费功夫
17140 韩信点兵——多多益善
17141 俩哑叭见面——没说的
17142 墨水吃到肚子里——一身透黑
17143 痢痢头的儿子——总是自家的好
17144 排骨肉烧豆腐——有软有硬
17145 见了骆驼说马肿背——少见多怪
17146 一把钥匙开一把锁——配就的
17147 拧着耳朵操鼻涕——有力吃不上
17148 乌鸦抹上石灰——变不成白鸽
17149 乌鸦吃了萤火虫——肚里明
17150 碾完场的糜穰——七零八落
17151 老虎不吃人——坏了名色在那里
17152 掩耳盗铃——自欺欺人
17153 错把毛笔当刷子——不识货
17154 炕屋里的鸡蛋——不攻自破
17155 一只手遮脸——独当一面
17156 哮天犬过了独木桥就不会叫了——过目不忘
17157 房顶上贴年画——给谁看
17158 剥了皮的蛤蟆、烂了根的葱——眼不闭，心不死
17159 二五眼下棋——闹个足
17160 落水麻绳——先松后紧
17161 鹅学鸭步——越走越慢
17162 屠夫拜菩萨——不知要念哪本经
17163 今天栽树，明天要果子——办不到
17164 破琵琶——弹不成了
17165 懒驴拉磨——打一鞭走一走
17166 飞船上观天——目空一切
17167 公鸡戴草帽——冠上加冠
17168 吃了一包回形针——满肚子委屈
17169 两个肩膀扛着一张嘴——净等吃
17170 摆小摊的卖货——没架子
17171 空城计退敌——反败为胜
17172 狗熊的舅舅——惺惺儿
17173 高山上打鼓——远闻
17174 打铁带纺纱——粗细一把抓
17175 脚趾缝里长草——慌了脚
17176 花生去皮——红人
17177 冷锅贴饼子——溜掉
17178 吹喇叭打鼓——各有各的调门
17179 烧糊了的卷子——油糊了心
17180 井底的瓦片——永世难翻身
17181 瞎子骑驴——不松手
17182 鸟过拉弓——错过时机
17183 铁匠店的买卖——样样过得硬
17184 口含盐巴拉家常——闲话多
17185 菟丝子爬秧——胡乱扒拉
17186 锣鼓两叉——想不到一块
17187 诸葛亮玩狗——聪明一世，糊涂一时
17188 嘴巴上贴封条——开不了口
17189 卖解的吞宝剑——要钱不要命
17190 属鸭子的——填不饱
17191 癞蛤蟆吃天——没法下嘴
17192 铺着扁担睡觉——想得宽
17193 霜打茄子——软不拉耷
17194 丫环打小姐——欺主
17195 单臂穿坎肩——留一手
17196 大热天吃炒豆——干脆
17197 墙上栽葱——扎不下根
17198 孙悟空碰着如来佛——毫无办法
17199 荞麦窝里扎锥子——奸对奸
17200 青蛙跳塘——不懂
17201 香油炸麻花——干干脆脆
17202 将状元关到门后——埋没了人才
17203 鸡蛋碰石头——白白送死
17204 顺水人情——好做
17205 黑瞎子吃人参——不知贵贱
17206 雪里埋死人——早晚现世
17207 天平没眼儿——自有砝码在
17208 三钱银子买个老驴——自夸骑得
17209 箭在弦上——不得不发
